income_yearly,debt_total,payment_history_score,credit_limit,credit_used,credit_utilization_ratio,credit_worthiness
557750,830365,25,77883,5765,0.07,bad
3506088,916896,94,718741,511582,0.71,good
2531030,,28,995437,732956,0.74,bad
601181,491820,68,148104,21093,0.14,good
2161138,2495201,88,602673,525387,0.87,bad
1967716,1296363,58,484525,304435,0.63,good
380871,34008,29,65960,13238,0.2,good
1480699,1904027,43,373413,98466,0.26,good
3992073,5338357,59,628316,349670,0.56,good
1363147,479670,53,322522,176979,0.55,good
3144743,850858,69,,393162,0.89,good
3873983,3109852,36,1120897,688647,0.61,bad
2977002,2779510,79,746364,,0.64,good
3896520,4831685,23,1314026,1007196,0.77,bad
,4030846,60,1226010,120257,0.1,good
3723663,5496205,,1404190,971848,0.69,bad
3632891,4313657,69,1446028,620071,0.43,good
,4920041,88,741129,297542,0.4,good
109518,132269,96,,4366,0.35,good
2973280,3075616,16,583656,378936,0.65,bad
1461083,990685,41,358969,156542,0.44,good
1589176,,7,563781,390951,0.69,good
1081810,1293550,34,,,0.67,bad
2673967,3886425,8,1033771,329802,0.32,bad
463234,526565,7,73770,68340,0.93,bad
1227140,1178893,40,,139465,0.37,good
1936941,1489312,17,670516,589651,,bad
3855271,1011084,12,1308991,41282,0.03,good
,1872775,25,244468,,0.98,bad
927806,827917,98,268434,11431,0.04,good
1664721,1535209,31,545358,330897,0.61,bad
,363638,10,766907,756897,0.99,bad
1839245,310074,54,,18669,0.06,good
1754244,1999831,12,392585,65198,0.17,bad
,1290108,,557768,313010,0.56,good
1406818,1195331,47,488550,,0.78,bad
1987161,1595891,2,549342,471805,,bad
3360142,852893,76,486661,418932,0.86,good
156215,234089,,20154,6947,0.34,bad
2373725,837545,50,503096,251111,0.5,good
1469017,910482,43,560855,327362,0.58,good
2529110,2522111,89,682862,415759,0.61,good
969490,1314829,0,191236,119099,0.62,bad
1471247,355701,7,160614,77266,0.48,good
2188507,1575646,5,559705,,0.66,bad
2182538,,9,830779,146008,0.18,bad
2611538,1766986,17,425530,316677,0.74,bad
,169835,17,91696,2391,0.03,good
,843091,14,,3324,0.02,bad
3335883,3474559,84,1109882,672365,0.61,good
3886639,5594777,82,1059610,710577,0.67,good
1422966,430258,17,169993,101755,0.6,good
569185,168904,48,68067,59361,0.87,good
2924885,4257258,,828982,92521,0.11,bad
583737,541943,13,138945,5933,0.04,bad
2281811,519822,3,411213,,,bad
2232212,1663758,2,827250,441600,0.53,bad
596070,753243,80,181287,135190,0.75,bad
797468,1173856,55,293867,43082,0.15,good
3131787,1530208,33,1018067,520050,0.51,good
459526,100139,62,168352,72226,0.43,good
3684075,1434777,17,967784,766410,0.79,bad
2984569,3413944,,758664,356581,0.47,bad
3836386,5606038,30,569758,104678,,bad
3381994,2748900,37,808996,,0.24,bad
2227186,890945,52,442850,,0.83,good
1831003,1995468,66,477211,291471,0.61,good
3484176,2880449,84,583528,377751,0.65,good
3766177,1750217,85,1243172,843108,0.68,good
,1228400,26,995334,957188,0.96,bad
3797010,1624283,95,1464046,440488,0.3,good
360444,530567,55,,44403,0.65,good
1917086,2336113,41,397424,19917,0.05,good
949851,,20,350424,287472,0.82,bad
2185065,1677819,36,,,0.81,bad
349419,455382,16,36578,21970,0.6,bad
3192274,3474376,1,1187021,151832,0.13,bad
3329827,872430,58,411055,384068,0.93,good
3365172,1712617,28,531229,273146,0.51,good
1787229,538901,87,243894,81960,0.34,good
3887556,4537875,63,1026247,1010998,0.99,bad
1301328,1555237,53,273940,254308,0.93,bad
2510598,2853924,84,,30868,0.06,good
2266397,2627971,59,387097,102462,0.26,good
1915196,2284941,67,281112,148350,0.53,good
2965700,2739651,47,753347,204837,0.27,good
3316629,4626436,100,777107,453790,0.58,good
2364132,2698805,80,314108,,0.49,good
3639792,,12,1161168,511586,0.44,bad
1612658,859305,34,386040,196927,0.51,good
1165602,594264,,,381398,0.96,good
2171140,2266953,86,311445,264235,0.85,bad
3025970,3641849,50,401783,,0.33,good
211871,210718,65,73587,29467,0.4,good
3346296,2502091,5,1134588,1005497,0.89,bad
,545812,56,,438351,0.59,good
2351388,1744238,40,756497,326759,0.43,good
,381120,6,187740,77394,0.41,good
2490548,881710,30,750395,583945,0.78,bad
2438708,3136865,89,248604,201582,0.81,bad
1180600,503486,41,432393,145271,0.34,good
1687124,1481262,22,452507,235975,0.52,bad
3483580,3591804,95,,792630,0.61,good
2680055,2346095,57,862149,589822,0.68,good
1240802,1622108,40,172981,108174,0.63,good
3440516,2609881,73,1117681,51120,0.05,good
3660685,1800195,,917736,298205,0.32,good
1211545,163185,43,310218,34224,0.11,good
2994899,2059299,47,1179413,1014420,0.86,bad
1610162,1516568,56,322282,199265,0.62,good
3114040,3232830,58,739269,364711,0.49,good
107097,147772,75,37087,,0.75,bad
2962214,2461921,32,469734,422081,0.9,bad
953415,362787,83,171628,134753,0.79,good
3545346,,89,797952,132318,0.17,good
2061127,2298092,,375591,375412,1,bad
3340373,114424,21,970027,296955,0.31,good
292147,335421,4,106741,23865,0.22,bad
2523797,988686,37,572109,542870,0.95,bad
699483,231955,76,207419,182309,0.88,good
2564028,2035391,23,461009,276575,0.6,bad
1984447,2342563,23,783794,658361,0.84,bad
1292818,1436984,52,295541,48753,,good
1796397,2352195,,521345,452525,0.87,bad
563182,480489,30,77574,75708,0.98,bad
1830497,2667093,7,640689,88272,0.14,bad
885516,316051,,227363,,0.53,good
592400,124846,25,143516,5404,0.04,good
1288982,680109,39,390129,,0.59,good
2406294,916074,,511176,491349,0.96,bad
1849428,2245063,77,659124,503698,0.76,bad
2132818,1413295,33,696974,257229,0.37,bad
,,64,,39343,0.81,bad
2264665,3115435,51,298486,156019,0.52,good
384124,23049,4,,21584,0.16,good
1872731,1127309,27,,274752,0.71,bad
3975701,3103811,64,1005502,440777,0.44,good
3911466,3064140,83,487091,402198,0.83,bad
3447369,2184648,38,666282,,,bad
1905975,1175657,74,476528,323101,0.68,good
2423244,1831600,14,789974,302612,0.38,bad
1295192,1825838,76,,280811,0.92,bad
2050056,2885254,5,711216,426436,0.6,bad
2516227,2921525,2,642050,305152,0.48,bad
1746099,1275144,36,592571,383606,0.65,bad
3280506,2594168,49,714675,490799,0.69,good
3655301,3094892,59,1353715,350207,0.26,good
143915,148411,36,50397,,0.24,bad
2238622,495828,19,888523,423863,0.48,good
1850921,1444800,2,582038,53717,0.09,bad
2123219,1077299,73,719336,118517,0.16,good
1889198,2812539,9,520509,385901,0.74,bad
1475612,1574092,39,162429,98466,0.61,bad
3344522,3993806,62,1297513,584462,0.45,good
2023440,59731,69,796956,341747,,good
1755323,2128804,28,549122,48821,0.09,bad
2418187,1730933,48,281009,,0.45,good
,3888347,64,1221435,,0.95,bad
,1930753,36,689261,565228,0.82,bad
3705728,4537907,74,481726,343749,0.71,bad
528246,506339,0,165870,129367,,bad
3182144,1849445,0,460734,46298,0.1,good
2921072,3428499,64,409565,101424,0.25,good
461650,39603,17,124845,119665,0.96,bad
3772226,1664669,4,1046194,648740,0.62,good
1208446,1381021,45,258991,124159,0.48,good
1607228,,30,551122,217057,0.39,bad
2088684,1134997,58,705999,447062,0.63,good
3064700,2438166,91,1080192,90556,0.08,good
536352,107957,77,153419,,,good
1935008,2159523,20,668375,387338,0.58,bad
3959795,,18,517322,455490,0.88,bad
3017194,93024,46,949230,252169,0.27,good
240434,258568,4,52298,12075,0.23,bad
1899470,2020724,93,,145405,0.35,good
3918685,,39,885785,487767,0.55,good
1451564,2174969,74,385324,276101,0.72,bad
3027689,4183197,89,,197167,0.33,good
3616544,4547917,20,1137507,928843,,bad
1297477,1090119,82,363119,148391,0.41,good
,1384366,,326772,22438,0.07,bad
3458021,715666,70,655598,434664,0.66,good
3628861,639251,10,581185,107263,0.18,good
,3218765,74,326980,209177,0.64,good
1089769,1295869,17,227487,20785,0.09,bad
3748171,3069169,14,1263203,621385,0.49,bad
143775,153164,65,52644,45619,0.87,bad
1818302,1716729,,,559257,0.95,bad
3865279,1821376,41,1047333,256287,,good
387803,411088,84,150795,68125,0.45,good
,1022715,,140028,,0.7,good
1641277,1051352,67,369302,74976,0.2,good
1015784,1314602,100,196176,26377,0.13,good
2894177,4026566,9,1013800,661506,0.65,bad
3412919,2381497,10,1099557,945503,,bad
3354121,,24,1122619,457540,0.41,bad
588371,151903,11,189382,107470,0.57,good
145229,,19,48938,8079,,good
1336374,1632609,78,352257,156869,0.45,good
194100,19475,16,,13291,0.23,good
1656399,1718056,61,351209,80182,0.23,good
2849964,,36,906941,744006,0.82,bad
471057,580942,63,59188,42424,0.72,bad
1257821,1040086,34,154616,89624,0.58,bad
3134547,433656,31,930250,891827,0.96,bad
624932,477762,51,139712,22164,,good
2170122,248001,100,339785,313364,0.92,good
3200840,2324579,83,708258,675830,0.95,bad
1559606,1280909,,405924,240775,,bad
3404078,1770193,9,972748,254348,0.26,good
1045797,464864,56,148184,,0.86,good
3069279,309913,33,731137,539843,0.74,bad
3238424,3741407,,609627,429197,0.7,good
2714621,3180623,,534787,402501,0.75,bad
,614299,84,523274,212023,0.41,good
3282004,894162,16,1229115,168134,0.14,good
1799065,544373,50,381432,,0.42,good
563886,302922,61,210590,,0.58,good
1528816,1835980,11,328883,210319,0.64,bad
171863,23365,59,61332,59396,0.97,good
2896058,3054032,36,336987,226850,,bad
147674,,13,28833,22416,0.78,bad
1876027,1869309,52,296369,89210,0.3,good
2190998,1661757,,297882,190188,0.64,bad
425591,23511,55,145745,68480,0.47,good
2527099,,,554653,296936,0.54,good
1866477,1958062,56,,475598,0.91,bad
889280,340763,37,,5356,0.02,good
1063598,,2,422304,291096,0.69,bad
2882810,4077412,69,751324,401765,0.53,good
1241367,211604,34,221856,39884,,good
,423254,86,969693,434714,0.45,good
3694837,1700283,88,1077944,44077,0.04,good
3256161,1218083,6,1157119,1085961,0.94,bad
902067,,3,211549,70626,0.33,good
1363980,,75,196623,36604,0.19,good
3442452,674203,44,975320,590418,0.61,good
388896,,43,140980,127664,0.91,bad
899742,392001,8,124669,123498,0.99,bad
2101912,177046,12,799755,436099,0.55,good
2597861,3057640,93,999326,704885,0.71,bad
2921003,1768193,50,773464,154302,0.2,good
2000787,,33,502723,472492,0.94,bad
2255547,263061,83,358016,204522,0.57,good
3443585,995324,58,,362036,0.29,good
3811022,5674735,30,623268,326737,0.52,bad
2807571,755242,59,842710,537403,0.64,good
1750329,916994,66,677741,296544,0.44,good
1523442,1603934,61,528628,383975,0.73,bad
495851,,98,161651,51989,0.32,good
3408984,2795778,36,675344,641475,0.95,bad
,600271,95,254251,186671,0.73,bad
3100456,2612888,0,921472,441676,0.48,bad
3467859,436760,11,1267074,973880,0.77,bad
1281549,1367696,90,501674,40274,0.08,good
3160137,1495223,47,685220,465103,0.68,good
607434,846528,69,167746,143732,0.86,bad
3847936,195849,58,952376,841761,0.88,good
1182334,,75,376199,248531,0.66,good
1791761,1452041,93,382995,,0.31,good
284373,97493,100,107764,91536,0.85,good
1689816,496911,64,178569,116579,,good
1182431,1175090,62,390695,215025,0.55,good
2835757,,,,691249,0.94,good
1385148,912580,91,,311897,0.63,good
3297696,1690289,87,718881,189840,0.26,good
3453734,826105,77,1293295,380195,0.29,good
1981656,437151,23,779621,712933,0.91,bad
2368571,,6,520351,196528,0.38,good
641678,421003,4,243605,81614,0.34,bad
3050821,2462259,,1094777,962653,,bad
3177642,1753784,22,685840,,0.54,good
,793240,75,271093,170564,,good
,4374741,70,1340866,119662,0.09,good
688445,836530,77,70353,12481,0.18,good
3201364,3322680,69,868767,681793,,bad
1637644,1448768,9,485800,30281,0.06,bad
942448,207862,15,129692,85944,0.66,good
2771322,2050999,98,925367,526372,0.57,good
2129043,451370,50,609466,556722,0.91,good
,101175,22,68962,,0.49,good
2957141,2877537,66,505214,25400,,good
,544989,62,293275,182537,0.62,good
1945914,1151118,93,511697,329813,0.64,good
1234341,300831,52,359571,210113,0.58,good
1488800,1816274,46,,145215,0.25,good
657452,178790,51,168604,157433,0.93,good
3630735,204353,30,662124,56352,,good
1205765,1538761,87,256185,79407,0.31,good
2424061,2787743,24,782748,679655,0.87,bad
1342136,1408583,50,247561,,0.8,bad
758610,,,76843,42097,0.55,good
3283273,4668270,46,686232,685292,1,bad
1250560,484472,45,174705,33649,0.19,good
1980840,225960,62,,421670,,good
2476186,308866,3,850870,387952,,good
2624161,644908,93,,486718,0.57,good
1603304,2375870,88,374004,261771,0.7,good
2263880,1121207,78,378282,291615,0.77,good
3335290,3050498,43,375477,32624,0.09,good
3996843,4356095,56,1201143,1052883,0.88,bad
2695027,3033370,68,577421,218455,0.38,good
3082205,1695881,47,477873,207573,0.43,good
2108495,,24,421656,411362,0.98,bad
3328701,2346883,84,514048,117172,0.23,good
3935801,4488111,27,1014104,745593,0.74,bad
303208,343388,8,47688,,0.45,bad
1133805,954982,91,427505,148135,0.35,good
3946166,2640948,1,1021451,565956,,bad
2876050,2738548,4,448717,325316,0.72,bad
1700194,1655210,11,439162,266185,,bad
2020120,178265,42,572416,150159,0.26,good
2066388,2921066,7,226060,66723,0.3,bad
1208412,819439,9,439200,79255,0.18,bad
2517848,2523132,46,439454,134468,,good
2504484,1768728,50,853000,208631,0.24,good
,102955,63,114784,103431,0.9,good
3047108,1598533,29,474471,417159,0.88,bad
3332136,3635353,31,877833,699340,0.8,bad
3269324,1696586,67,355938,248317,0.7,good
2605076,2031899,21,692581,444598,0.64,bad
1348775,1734292,79,322127,321979,1,bad
3286647,1927733,11,790720,494910,0.63,good
3245462,2434373,11,539879,,0.81,bad
805964,277710,81,109357,56283,0.51,good
1865424,266161,9,301412,178752,,good
897277,1321476,20,,131285,0.75,bad
3837018,3946178,3,512348,242544,0.47,bad
653469,855834,26,128906,74837,0.58,bad
1050510,1173191,96,192383,,0.89,bad
3918618,,13,435178,228142,0.52,bad
3676888,113326,,1001990,,0.6,good
1166835,1084484,35,305239,125491,0.41,bad
1049340,,35,138806,1863,0.01,good
383445,5883,17,110229,44291,0.4,good
,521169,53,91881,42475,0.46,good
2121127,1159386,64,742208,659595,0.89,good
3563936,15165,12,515043,321499,0.62,good
3669978,3306380,19,1120445,54436,0.05,bad
,347775,,457185,255642,0.56,good
2190851,3076493,98,434285,47277,0.11,good
1597084,29037,23,309566,226911,,bad
3924824,5373497,76,561290,418077,,bad
2455019,194889,95,566541,161070,0.28,good
1514010,1534509,44,554385,190276,0.34,good
1093193,1175761,38,244482,32621,0.13,bad
,5242412,61,445616,,0.32,good
1697950,1387304,91,,53623,0.08,good
903029,113193,49,172458,162350,0.94,good
884220,55391,22,219056,39455,0.18,good
1856446,2783111,43,431986,83628,0.19,good
157388,159075,76,,12630,0.45,good
874191,525280,5,190740,168156,0.88,bad
2061303,880753,4,740938,,,good
2288846,2656109,83,461189,36725,0.08,good
524054,778217,11,194731,100465,0.52,bad
3995004,2826188,48,,175304,0.32,good
,,3,184244,85057,0.46,good
2363838,2861481,71,857877,558764,0.65,good
3130860,4517489,40,913093,528084,0.58,good
291105,294959,45,61095,35291,0.58,good
111819,79206,4,,34918,1,bad
2414034,,81,687728,631871,0.92,bad
3304277,1556030,67,655844,358590,0.55,good
1431638,175804,71,385188,84015,0.22,good
2137205,1823858,9,819201,801000,0.98,bad
512317,,10,63246,41563,0.66,bad
3488272,2799950,,717017,557554,0.78,bad
,4177834,,,253332,0.34,good
2891783,2807621,,625160,542349,0.87,bad
966589,1112969,98,384205,,0.18,good
1443005,758963,79,206983,10042,0.05,good
789588,181672,9,141778,32742,0.23,good
268543,113472,,89616,,0.41,good
,4237888,70,1020359,510362,0.5,good
2326248,2818954,83,671011,120333,0.18,good
3015844,2419032,40,567850,160987,0.28,good
3719465,2077953,53,522164,64724,,good
497555,57579,55,127109,87996,0.69,good
2267119,1309297,51,348066,157130,0.45,good
,3147413,6,1063259,155764,0.15,bad
,126310,84,112427,108884,0.97,good
170185,42805,87,54793,20779,,good
1155843,1046852,84,323605,226195,0.7,good
1605491,,77,463064,391096,0.84,good
1006238,728787,58,176365,38890,0.22,good
2193929,,47,,558672,0.99,good
1277077,1164182,7,301728,154799,0.51,bad
642914,932757,,179972,149072,0.83,bad
3033897,2954058,82,646106,624569,0.97,bad
3333470,3849365,65,484051,281841,0.58,good
469852,380398,81,167437,102513,0.61,good
2899082,4317870,15,628336,478493,0.76,bad
3700256,5435259,62,1433239,979567,0.68,good
3648488,3303444,31,1420246,445152,0.31,bad
2100179,2296416,65,479129,90807,0.19,good
2803391,472456,4,750275,,0.55,good
306981,438768,69,96255,22339,0.23,good
733022,685047,53,141217,23207,0.16,good
2646370,3449473,,667716,581032,0.87,bad
326290,162972,57,97259,24820,0.26,good
2041591,1568994,6,466517,127798,0.27,bad
335691,201999,66,36374,1444,0.04,good
2688190,1053176,21,788856,462843,0.59,good
2696433,3558396,4,738127,572837,0.78,bad
2060432,,40,636759,376767,0.59,good
1134894,985275,5,319463,125160,0.39,bad
1553280,889861,91,290744,236866,0.81,good
847027,1133761,34,202659,159586,0.79,bad
3708889,,29,1205146,143115,0.12,bad
1679456,1402980,61,338243,26234,0.08,good
2240614,2940568,77,812533,168440,0.21,good
1512078,1801819,11,316534,247350,0.78,bad
1598457,144383,18,340719,189656,0.56,good
2077515,493672,70,346824,255703,0.74,good
3171943,461092,40,573939,519624,0.91,good
1757346,1521143,57,538824,225977,0.42,good
2710514,1315123,,730394,591448,0.81,good
748689,72274,0,,66305,0.6,good
,379075,98,,118744,0.21,good
3274556,970078,,389842,308906,0.79,good
3047266,4496237,52,650441,158520,0.24,good
,1523523,72,777765,400195,0.51,good
3806397,1766145,2,1330855,537149,0.4,good
3807911,1948196,35,1154700,258260,0.22,good
3684331,2402612,,512833,381680,0.74,bad
3394949,3502198,20,,54280,0.07,bad
263591,83370,45,89605,8138,0.09,good
264833,19813,91,85877,85544,1,good
1180505,976194,95,226369,69241,0.31,good
3113900,3078522,94,628647,217934,0.35,good
1822226,205406,84,598555,140115,0.23,good
1572551,857008,75,175019,88931,0.51,good
1676347,974467,46,543657,,0.66,good
724810,786110,11,103966,88059,0.85,bad
225293,332964,91,22561,20608,0.91,bad
,,22,469265,28303,0.06,bad
2933409,412959,49,574459,296272,0.52,good
382119,205505,90,93832,91579,0.98,good
,1768293,40,146275,38589,0.26,good
3831675,,31,1085924,1038985,0.96,bad
3103486,2063881,8,559667,150945,0.27,bad
2487965,2603139,,538905,512266,0.95,bad
997663,293157,34,166444,61797,0.37,good
175070,254839,26,48144,47733,,bad
3112254,3871910,34,1152783,615878,0.53,bad
3903480,4374327,57,631075,393456,0.62,good
1446452,1165676,68,464177,202957,0.44,good
1580111,829981,5,480499,378318,0.79,bad
532579,497886,31,55221,15871,,bad
837227,505621,88,238561,,0.26,good
1536852,1013732,20,213245,162836,0.76,bad
2987952,,6,,286839,0.65,good
312508,313217,,122219,,0.5,bad
2164035,334758,99,513161,24916,0.05,good
